calderon_flow,chapala_flow,pozos_flow,toluquilla_flow,zapotillo_flow,scenario,policy,model
0.9603066298329358,4.252349680641404,0.3047869769122122,0.861636143732616,0.3293536600418003,113504,None,AMGmodel
0.5756653954748597,2.1274107326044462,1.394283417240927,0.3461333542430847,0.8653252440290362,172599,None,AMGmodel
0.8201162919273862,5.825276192876982,0.5570904095968308,0.9263411292095728,0.3810421529392979,142217,None,AMGmodel
0.6744270969480932,5.887936592268867,1.084133967643649,0.04518390809905597,0.6583935599710394,197650,None,AMGmodel
1.1698774447460307,6.35044281088473,1.0324033988301249,0.3293239241095941,0.7040513873064732,199120,None,AMGmodel
0.48145298066578585,7.315311168105457,0.3897448540741844,0.5374444091208287,0.4038160877915831,113165,None,AMGmodel
1.0874181643067111,2.66698914416373,0.07843060695348808,0.2671154938424157,0.4400086594337586,156244,None,AMGmodel
1.2875557379347822,6.752624382032107,1.8825388893656156,0.4899595861153808,0.8394786073528642,172729,None,AMGmodel
1.2798249456096065,1.3546298287575393,2.4521396820152703,0.001640809927677795,0.9957664746923659,110979,None,AMGmodel
0.3247263259000624,3.4953067311482564,2.156297603671949,0.7158961267377555,0.6609938228086122,111794,None,AMGmodel
0.08699495488379011,1.9241728653270698,1.6775173975404885,0.5308467790088129,0.13654989511193952,130261,None,AMGmodel
1.1648636002345527,2.79210279221197,0.16391607864206298,0.7174559681495842,0.8719696565432625,127441,None,AMGmodel
0.0018991901812997296,1.5132789830032154,1.4123532548601991,0.9471020369247408,0.327942728604837,182623,None,AMGmodel
0.2987397383052227,4.470491290876322,0.32185236184340155,0.8717957707471516,0.9482135368769895,151042,None,AMGmodel
0.6163447376821637,5.938920350252876,0.6780607381159003,0.7887703834825408,0.1189901169866661,192194,None,AMGmodel
0.7129737449162086,3.317602444072659,2.019981680634945,0.1823246776048653,0.2890936053418624,191810,None,AMGmodel
0.4069798356555819,0.14703930034257803,1.678768368304841,0.45960741299983715,0.306272910112065,113266,None,AMGmodel
0.2507920762219114,6.54775186154493,0.5709449253662664,0.4555050107292465,0.8038965000963535,148317,None,AMGmodel
0.18651870567100196,4.571203682289615,1.441721636723875,0.40652299248798923,0.5694605803090971,164118,None,AMGmodel
0.6803045681621148,2.7532958422167138,1.8898901663421896,0.8807003281926826,0.10067166888754774,131116,None,AMGmodel
0.8010835438688981,5.9041520989061755,0.27786902382078793,0.5076542757831658,0.13478992983043442,112024,None,AMGmodel
1.1163671679832798,5.888885527911681,1.333714999621192,0.05615892685503653,0.687310487154567,106855,None,AMGmodel
0.10784008352914512,3.7593223516192116,0.834314195135222,0.41579937676294976,0.9470677573234985,125028,None,AMGmodel
0.695729143937336,6.817468164357171,0.3445807174128751,0.2477423656432284,0.5203831264760662,135601,None,AMGmodel
0.17317626622153615,5.083070031401154,1.6375545234958746,0.6349036149022768,0.5983494507861524,124579,None,AMGmodel
0.8642697125241895,1.515779074652534,1.4157753134800697,0.9548613977063395,0.6860134094673566,137994,None,AMGmodel
1.2685279940576502,3.716852971962385,2.197596862859445,0.3485674281214978,0.3519028253896485,187519,None,AMGmodel
0.6377020572883679,2.9239168804057196,0.6960983263271681,0.44731418527404215,0.359208012541322,126750,None,AMGmodel
1.0175208850599093,1.1263973064428672,2.419347916529718,0.7159592912992886,0.4980059157614182,197992,None,AMGmodel
0.6735689749849135,0.9338201907958088,1.7924744687107226,0.5277327153171464,0.765034684136034,160419,None,AMGmodel
0.9850885256805774,6.619005488789522,0.5067105351923278,0.39760300270078164,0.2370928277582598,129704,None,AMGmodel
0.6787658389113537,6.812657626366403,0.35624510811922777,0.8956343095770438,0.12107630899518981,114883,None,AMGmodel
0.5656951011432166,1.099525991308783,1.3437221952067047,0.11760320498744825,0.44561459700553213,128852,None,AMGmodel
1.0742222934966206,5.200814236966358,1.6776884602422124,0.14307300480022958,0.2041900152974796,136807,None,AMGmodel
0.08496458266964915,5.249628402127689,0.8533230861928577,0.424628871959426,0.7766239571761445,124339,None,AMGmodel
0.02594426708395618,7.312225534200791,0.08338192447754834,0.9229263579044987,0.2910778194560556,132027,None,AMGmodel
0.7938526624480201,3.2461234399736956,1.9750472112939446,0.07672470518119781,0.20215569410935022,188100,None,AMGmodel
0.8283743316204508,6.914204251878184,1.3997611503570204,0.7458682867530514,0.01765592606021178,156286,None,AMGmodel
0.8330995554547378,4.184808429738933,0.21430534338663404,0.38154181378124974,0.7532755833742747,170162,None,AMGmodel
0.3076216222828103,6.900413266348393,1.6478092631204615,0.05889870131784485,0.4589127112061219,100912,None,AMGmodel
0.018992157145777355,7.438485807980872,0.2355888247602975,0.1981258958003916,0.5278504653555918,141326,None,AMGmodel
0.4448634807383975,2.1918179450394857,1.0117314620590767,0.5025228082434259,0.1061045983831511,125628,None,AMGmodel
0.6570142347781729,6.875009209369852,1.6166393515010378,0.04161426298197348,0.8350138775906172,193347,None,AMGmodel
1.1416276504155365,0.937924467450335,0.11787837126050923,0.5938780999820004,0.4093834062433535,172245,None,AMGmodel
1.1686301131497432,2.6060290039835463,0.1026355826056552,0.45834195577793235,0.61490826294723,142065,None,AMGmodel
0.9873189029416882,2.253852055732807,2.294150062094568,0.9819537492673256,0.8923397717550869,130150,None,AMGmodel
1.2632289506486194,1.5225952415303121,1.708046485032388,0.8885102706243256,0.46222158039064976,115622,None,AMGmodel
0.7900098361294097,5.855436127947962,0.028951636862221464,0.34294562108109444,0.20814400829396656,196264,None,AMGmodel
0.11846958342002026,3.666740015396875,0.10899036158430701,0.39113560902643707,0.2834264322386507,127102,None,AMGmodel
0.8015253904549153,1.4158568007649144,2.2322821295497897,0.3232929131481046,0.1398329363845967,129232,None,AMGmodel
0.8767018705415857,3.3372126348155944,2.239764615710304,0.29785126296490466,0.9647447042063796,139385,None,AMGmodel
0.9132824205968791,0.5577922763401079,1.013346736394348,0.9997800252068848,0.695195664967084,156137,None,AMGmodel
0.30859522727408834,6.051472163045542,1.303887272950624,0.2185788791465814,0.10827665110413802,124739,None,AMGmodel
0.19460920782226748,0.8191627193064122,1.6374600693258254,0.25060200837771707,0.28613502512210337,118601,None,AMGmodel
0.6006720278378639,6.9464689237509765,1.7062752809415023,0.38073487097171893,0.5253735600242626,113258,None,AMGmodel
1.1361998050759168,1.9742289549368484,0.4330515326833093,0.7462351355083843,0.4712614624193414,112477,None,AMGmodel
0.4980041504565137,4.581720418383293,1.900223865408197,0.8664813951055144,0.5047060329182032,120217,None,AMGmodel
0.03954426258382448,1.8388735067387358,2.014235899765803,0.5979191135976445,0.2709118910194706,138795,None,AMGmodel
0.20749537254299721,5.648874568618742,1.3469631711012942,0.9952954024827145,0.5936617378603213,115774,None,AMGmodel
0.132439578188777,5.771935622932806,1.6569289422958566,0.4918269138688243,0.1734631894245496,132503,None,AMGmodel
0.5995622687412928,1.7814141915221973,2.207488263135221,0.6695484030634973,0.6200243069009714,125457,None,AMGmodel
0.4710901621676731,0.6803844563445178,0.8672177009876242,0.5113367998863478,0.9014056959523916,131222,None,AMGmodel
0.3013032204467304,6.0612590422938215,0.692790145497481,0.9995236141244934,0.38031558184050596,100089,None,AMGmodel
1.1162593049754086,2.796120639170052,0.8401569577300251,0.854218496569424,0.04019670015019047,164990,None,AMGmodel
0.5388113095208773,3.130998241334917,0.14305747788246398,0.6205593777987761,0.8967027725535698,198248,None,AMGmodel
0.907993934013955,3.9214529502767728,2.3334418493226847,0.05934249893836614,0.6961404368419494,125837,None,AMGmodel
0.8456791487048235,2.254775298374362,0.9441953622958925,0.679417829943286,0.1872282599686113,186374,None,AMGmodel
